Organisation ID,Organisation name
1-102643113,Together for Mental Wellbeing
1-101693191,Midway Care Ltd
1-101660217,Nottingham City Council
1-199742764,Dr Sarah Hawxwell and Mr Sunil Gupta
1-724415688,Nash Healthcare Ltd
1-144608268,Optimal Living (Luton) Limited
1-119235744,Stour Sudbury Limited
1-12923867212,House Of Caring Ltd
1-1461655905,Dalskats Limited
1-101698204,First Care Lodge Limited
1-119237494,Cygnet Learning Disabilities Midlands Limited
1-7161430595,Dr Leah Limited
1-373879067,Hill Care 3 Limited
1-1496002160,ION Ambulance Care Ltd
1-119233180,Sutton Veny House Limited
RYV,Cambridgeshire Community Services NHS Trust
1-101690303,Ms K A Rogers
1-13043681177,PureCare Care Services Limited
1-101674368,Raveedha Care Limited
1-131468864,Moore Care (Registered) Limited
1-4020030912,Watersedge Blue Limited
1-5673871119,Vesta Care (UK) Limited
1-139905526,Routes Healthcare (North) Limited
1-101661796,Parkview Society Limited (The)
1-13925458698,Queensway Group Holding Limited
1-101679889,Brancaster Care Homes Limited
1-12546603312,Queensway Orthodontics (South) Limited
1-1402971705,Panaceon Healthcare Ltd
1-101613491,The Edmund Trust
1-1813936586,Chana & Thandi Dental
1-145337404,Klearwater Adults Services Limited
1-152991898,Dr Mohammed Saleem
1-101615228,Manor Care Homes Ltd
1-101718025,Mrs Sarah Jane Slack & Mr David Michael Slack
1-101717578,Mrs Brenda Christine Bell & Mr Darren Bell
1-138387224,Lifeways SIL Limited
1-4056900543,Holywell House Orthodontics Limited
1-153000601,Dr. Mahbobur Choudhury
1-101649400,Grazebrook Homes Limited
1-101649222,East Anglia Care Homes Limited
1-2167914592,Commisceo Primary Care Solutions Limited
1-101617458,Millcroft & York Lodge Care Homes Limited
RW1,Southern Health NHS Foundation Trust
1-152982099,Dr. Richard Tobin
1-101680894,Harlington Hospice Association Limited
1-101647326,Solden Hill House Limited
1-9214554256,Dr Joanne Cummings
1-101694826,Stennards Leisure Retirement Home
1-101606698,Farrington Care Homes Limited
1-2969913495,Kanssas Home Care Ltd
1-101644140,GrayAreas Limited
1-101668523,Jasmine Healthcare Limited
1-4446988120,IHDF Limited
1-152966682,"Balbir Singh Bhandal, Amrik Singh Bhandal & Baljit Singh Bhandal"
1-101663478,Millennium Care Limited
RWG,West Hertfordshire Teaching Hospitals NHS Trust
1-5052573392,The Regenerative Clinic Ltd
1-171553721,IDH Limited
1-119229459,DCS&D Limited
1-2568734097,3A Care (London) Limited
1-5207830187,Fulwell Dental Partnership
1-156972927,Smile Stylist Ltd
1-3857605321,Gemstone Properties Limited
1-1749006314,HealthBridge Direct Limited
1-6334958340,Pattni Partnership
1-4926338858,Valorum Care Limited
1-101688105,J S Parker Limited
1-101608328,Century Healthcare Limited
1-101619220,Hellendoorn Healthcare Limited
1-152985290,Mr. Philip Brantingham
1-311979303,Standard Health Limited
1-2837979032,Dr Martina Vivienne  Hodgson
1-101693935,Sanctuary Home Care Limited
1-101652452,Emas Limited
1-101609669,Avon Autistic Foundation Limited
1-101678377,Pendleton Care Limited
RHW,Royal Berkshire NHS Foundation Trust
1-101680050,Cherish UK Limited
1-4381552157,Wigan GP Alliance LLP
1-1384325144,Normanshire Care Services Ltd
1-101694068,Central Bedfordshire Council
RDY,Dorset Healthcare University NHS Foundation Trust
1-423446703,Dr Clare Robinson
1-122912155,Home Angels Healthcare Services Ltd
1-2194158313,A & T Caring Services Ltd
1-101639498,Arc Community Care Ltd
1-101609129,Cambridge Nursing Home Ltd
1-101654488,Destiny Nursing & Care Agency Ltd
1-101648399,Shelton Care Limited
1-12783921101,Overleigh Orthodontics Limited
1-120630459,Zeenat Nanji & Tasneem Osman
1-199783772,Dr Samir Naseef
1-199810594,Malling Health (UK) Limited
1-248205586,GT Care (Wakefield) Ltd
1-6590983867,Paramount Care (Easington) Limited
1-101646191,London Borough of Croydon
1-101694601,Helping Hands Exmouth Limited
1-487993719,Eleada Ltd
1-9068466158,Embrace Orthodontics Limited
1-101640999,Renaissance Personnel Limited
1-6223161520,TXM Teleconsult Limited
1-101615486,City of York Council
1-118164037,Lansdowne Road Limited
1-101667631,The Grange Centre for People with Disabilities
1-102642736,Allied Care (Mental Health) Limited
1-101648097,Hazelwood Care Limited
1-101668076,London Borough of Merton
RV5,South London and Maudsley NHS Foundation Trust
1-1804252926,Porthaven Care Homes No 2 Limited
1-116864997,Doulton Court Limited
1-1126093531,CLBD Limited
1-171573787,Orthocentres Limited
1-199794784,South Doc Services Limited
1-9978734753,Standon Gardens Limited
1-297855161,Harlow Dental Practice Limited
RWF,Maidstone and Tunbridge Wells NHS Trust
1-101680292,Maison Moti Limited
1-102643217,St Philips Care Limited
1-1975070713,Ujwal Patel & Monika Patel
1-7380921273,Mobile Doctors Collective Ltd
1-101665370,Quality Care UK Limited
1-101618032,Church Farm Nursing Home Limited
1-6691330910,Bramley Court Care Homes Limited
1-101662832,Harrogate Neighbours Housing Association Limited
1-6487009015,Dr Anushika Brogan
1-2165309274,Taylored Dental Care Limited
RHM,University Hospital Southampton NHS Foundation Trust
1-4825899884,Dr Anish Patel
RJC,South Warwickshire University NHS Foundation Trust
1-237801969,Glenholme Specialist Healthcare (Northern Region) Ltd
1-101616039,Bedford Citizens Housing Association Limited
1-101662894,Coveleaf Limited
1-12473049059,DATI Medical Limited
1-101652188,The Leaders Of Worship And Preachers Homes
1-101688605,Ashwood Home Care Limited
1-7112768328,Lann-Glayo Care Limited
1-7464429422,Oakfield Psychological Services Limited
1-102642981,Jewish Care
1-101679487,Sharob Care Homes Ltd
1-7586752153,Southern Coast Care Ltd
1-12657210358,Lifeline Agency Limited
1-101667262,Imperial Care Homes Limited
1-101646093,Sandylane Limited
1-101616245,Response Organisation
1-101672587,Cobham Care Ltd
1-212188062,East Anglian Air Ambulance
1-101618041,Dalmeny House Limited
RHQ,Sheffield Teaching Hospitals NHS Foundation Trust
1-152954701,Belvedere Dental Practice Company Limited
1-1707073569,Mr Sheraz Aleem
1-153016507,Dental Partners Limited
1-127825850,Partnerships in Care (Beverley) Limited
1-1819901088,Care 24-7 Leicester Limited
1-199788671,NEMS Community Benefit Services Limited
1-199807916,College Health Limited
1-153007453,Mr Ashit Patel
1-5763609750,Rosedale Care Services Ltd
1-5679186790,Goodship & Co Dental Associates Limited
1-134423483,Chandos Lodge Limited
1-101659157,Optima Management Limited
1-265938940,Hornby Healthcare Limited
1-11933089412,Silverlake Care 2 Limited
1-9236006579,Dr Sandip Kaur Dau
1-101653944,First For Care Limited
1-101694498,Nurse Plus and Carer Plus (UK) Limited
1-11679534519,SGA Services Ltd
1-102643321,Marie Curie
RN3,Great Western Hospitals NHS Foundation Trust
1-2002008503,Specialist Endodontic Centre Limited
1-122683817,Complete Care Homes Limited
1-4047533248,Ultracardiac Ltd
1-376656506,P.B. Robinson (Doncaster) Limited
1-4258876041,Yorkshire Health Network
RY8,Derbyshire Community Health Services NHS Foundation Trust
1-1983604499,NDH Care Ltd
1-1720245754,Hazeldell Ltd
1-101651964,South Coast Nursing Homes Limited
1-2200741457,Richmond General Practice Alliance Limited
1-101640561,Keychange Charity
1-152970634,Revital Dental Care
1-118165907,Prestige Nursing Limited
1-101662975,MGB Care Services Limited
1-190798065,Solihull Metropolitan Borough Council
1-199712569,KH Medical
1-101653142,Haringey Association for Independent Living Limited
1-205044724,Premier Care Direct Limited
1-101664258,Rhymecare Ltd
1-101642132,Sanctuary Care Property (1) Limited
1-131466933,1st Homecare Solutions Limited
1-101640704,Nationwide Care Services Ltd
1-101697236,Dorrington House
1-153021428,Dr. Baber Khan
1-199746801,Churchill Medical Centre
1-152997726,M Foster Dental Surgeon Ltd
1-101618464,Matthew Residential Care Limited
1-101697505,Mrs M Mather-Franks
1-5809387610,Assist Care Group Limited
1-101648667,Stowcare Limited
1-916638920,Lawton Group Limited
1-101648184,Durham Care Line Limited
1-171572640,Dr. Hamza Maududi
1-101610712,Birmingham Multi-Care Support Services Ltd
1-2964064504,Vision Care Services (Uk) Limited
1-2484109446,Young at Heart Care Homes Ltd
1-11371640604,Cera Homecare Limited
1-101620012,Cristal Care Limited
1-127013227,Bupa Occupational Health Limited
1-12244593335,EC Romford Holdings Limited
1-112806422,SDC (UK) 1 Limited
1-101717533,Mr Naveed Hussain & Mr Mohammad Hussain & Mrs Anwar Hussain
1-1413073768,SW Healthcare Limited
1-230031324,Aspects 2 Limited
1-101697110,Mandeville Care Services Limited
1-101675897,Pathways North West Limited
1-126113615,Integrated Nursing Homes Limited
1-101663568,Ability Housing Association
1-191590683,Dr. Alejandro Seijas
1-101694736,Robert Pattinson
1-101652247,Avenues South
1-101668461,Worcestershire County Council
1-8518005353,Reimagining General Practice GPMS Services Ltd
1-11694183489,MMAB Consulting Ltd
1-7023985742,The Hospital Fertility Group Limited
1-153007899,Dental Magic (Care) Ltd
1-432368755,Ms Catherine Blyth
1-6809598243,The Yardley Great Trust Group
1-101668287,Nottinghamshire County Council
1-2775907174,Five Focal Point Limited
1-101676153,Elmar Home Care Limited
1-2607396425,Kettonby Care Limited
1-138858435,Malhotra Care Homes Limited
1-101667440,Innovations Wiltshire Limited
1-101676684,Rayson Homes Limited
1-101680840,London Borough of Lewisham
1-101666966,Mencap in Kirklees
1-102643104,HF Trust Limited
1-116865133,Community Health Services Limited
1-5832826000,Specialist Medical Transport Ltd
1-357556993,Dr Brakashini Thuraisundaram
1-6183557631,Calvary Care Ltd
1-101609066,The Holmes Care Limited
1-4437244171,Happy Kids Dental Practice Limited
1-101640418,Holmleigh Care Homes Limited
1-2446445327,Bolton GP Partnership Limited
1-10514187621,Bluestones Medical Complex Care Limited
1-101664976,Dukeries Healthcare Limited
1-1265372365,Smile Arts Studio PVT Ltd
1-2715264541,Transparent Care Limited
1-4749784629,The Bridge Community Care Limited
1-101644687,Apex Prime Care Ltd
1-460622622,Choices Healthcare Limited
1-787451633,Adico Care Ltd
1-101616155,Wessex Care Limited
1-101663145,Cornwallis Care Services Ltd
1-101677841,Janes Care Homes Limited
RT5,Leicestershire Partnership NHS Trust
RWY,Calderdale and Huddersfield NHS Foundation Trust
1-4131274590,Jesmund Care Limited
1-101635161,Epsomedical Limited
1-626085735,Maple Tree Care Limited
1-3561850320,Trinity 365 Care Ltd
1-486136806,Smileright Dencare Limited
1-6124112624,Dr  Kevaal Vijaykumar Patel
1-101648282,Waters Park House Limited
1-116865352,Colleycare Limited
1-101614940,Black Country Housing Group Limited
1-101668041,Telford & Wrekin Council
1-101699193,K N & S Ramdany
1-731103679,Helping Angels Ltd
1-3696728075,Private GP Services (UK) Limited
1-13422525366,Smile Services London Ltd
1-116992944,Shaw Healthcare (de Montfort) Limited
1-152956036,M C Dentistry Limited
1-396773754,I M Smile Ltd
1-10523018097,Willow Dental Limited
1-11217043875,Evolving Living Ltd
1-199693887,Eastgate Medical Group
RBK,Walsall Healthcare NHS Trust
1-2406856000,Rockley Dene Care Home Ltd
1-199726805,The Elizabeth Courtauld Partnership
1-101694007,The Care Bureau Limited
1-491000222,The Wimpole Clinic Ltd
1-2121067443,Healthcare 1st Choice Ltd
RH8,Royal Devon University Healthcare NHS Foundation Trust
1-101676792,Manchester City Council
1-135193791,Firstpoint Homecare Limited
1-9030932130,Vallance Dental Centre Ltd
1-2084330790,Mr Muhammed Mobeen Mian Imtiaz
1-5029951391,Dentex Assets Limited
1-101660466,Pilgrims' Friend Society
1-120630303,Roseberry Care Centres GB Limited
1-199743528,AT Medics Limited
1-242062204,St John's School & College
1-2027440090,Tricuro Ltd
1-153012343,Thorpe Dental Group Limited
1-101681252,Key Healthcare (Operations) Limited
1-101653596,GreenSquareAccord Limited
1-2475460576,All Seasons Care Services Limited
1-101649204,Handsale Limited
1-152969787,Adeyemi Opaleye and Robert Middlefell
1-152944802,Dr. Zubair Sacranie
1-101651615,Bramling Cross Registrations Limited
1-1079949279,Bolton and Bury Dental Practice Partnership
1-6842925863,Nadeem Mohammad and Afaq Mahmood
1-156966083,Dr. Sean Hasnain
1-125892604,"Change, Grow, Live"
1-101667028,Cintre
1-8162524537,SDS Rejuvenate Limited
1-2456537819,Medical Clinics Limited
1-102643346,Partnerships in Care Limited
RYJ,Imperial College Healthcare NHS Trust
1-13904627170,Welford Bidco 5 Limited
1-101665235,Quantum Care Limited
1-688770934,MAPS Properties Limited
1-10752392295,Diversicare Limited
1-101663595,Angel Care plc
RKE,Whittington Health NHS Trust
1-101649024,Dignity Group Limited
1-153006215,Mr. Stephen Pace
1-153000155,Smile Care Slough 24 Limited
1-1346514117,Hunters Moor 929
1-986056488,Smile Care Paignton Ltd
1-4703680940,Lynwood Healthcare Ltd
1-1188544606,Patel and Meakin
1-153002430,Parish Vaid And Snehal Radia
1-10802350690,Neptune Dental Ltd
1-1258284505,Mr Peter Raftery
1-2726411952,Medi 4 Ambulance Services Ltd
1-423458587,Lime Lodge Care Ltd
1-101682404,Networking Care Partnerships (South West) Limited
1-335535572,Harbour Care (UK) Limited
1-199738650,Sydenham House Medical Group
1-101674314,North Tyneside Metropolitan Borough Council
1-101653552,Birmingham Association For Mental Health(The)
1-101616119,Coate Water Care Company Limited
1-326465217,St Brelades Retirement Homes Limited
1-379345453,Eco Wings & Nights Limited
1-120629018,New Directions (Hastings) Limited
1-152984701,Mr. Stuart Eaborn
1-116865077,Tameng Care Limited
1-101652560,Millsted Care Ltd
1-101612978,Purley Park Trust Limited
1-12248289382,Baobab Social Care Ltd
1-238544523,Rampion Limited
1-199747456,Benhill and Belmont Practice
1-101677061,ADL Plc
1-3641269621,Oakland Primecare Limited
1-153037786,Dental W12
1-101646450,Raglin Care Limited
1-11062265905,Cleveland Clinic London Ltd
1-101620146,The Hospital of God at Greatham
1-196472191,Charing Gardens Limited
1-101617332,Framework Housing Association
1-101679146,Zero Three Care Homes LLP
1-11044705996,Clinical Eye Service Ltd
1-101647891,Westcountry Home Care Limited
RJ8,Cornwall Partnership NHS Foundation Trust
1-101621785,Hatzfeld Care Limited
1-4131290297,Rosedale Care Services (Yorkshire) Limited
1-8600827814,Signature Medical Limited
1-101651696,The White Horse Care Trust
1-101643066,Abbots Care Limited
1-101696040,Mr & Mrs M Sharif
1-101620326,I Care International Limited
RWK,East London NHS Foundation Trust
1-438920790,Future Directions CIC
1-13951117695,Southern Housing
1-9236063524,Greater Manchester Oral Surgery and Restorative Group Limited
1-102643458,Ramsay Health Care UK Operations Limited
1-199759118,Montpelier Health Centre
1-8929661135,Touchheart Healthcare Ltd
1-101718464,Stephen Geach
1-152985140,Miss Kirsten Booth
1-101619913,B.L.I.S.S. Residential Care Ltd
1-129963048,The Practice Surgeries Limited
1-255909514,Dr Kunal Dattani
1-101652346,TRU (Transitional Rehabilitation Unit) Ltd
1-101649249,United Care limited
1-1360768289,Hatfield Dental Care Limited
1-4361873340,Inn Care Limited
1-6715219733,Day Opportunities Ltd
1-153007998,Dr. Harwinder Kalsi
1-228301883,Bexleyheath Dental Practice Limited
1-1485266356,Newdon Care Services Limited
1-171566404,Dr Omid Sobhani Ezabadi
1-3617241263,Northern Smile Limited
1-3241092145,Dimensions Somerset Sev Limited
1-4885554616,Rings Homecare Service Ltd
1-3240228415,Aims Care Limited
RYA,West Midlands Ambulance Service University NHS Foundation Trust
1-596722502,TSJ Smile Limited
1-101615255,Blythson Limited
1-101646085,Isle of Wight Council
1-153038104,Mr. Jason Dosanjh
1-101659363,Nouvita Limited
1-101606401,Northgate Healthcare Limited
1-102643363,St Andrew's Healthcare
1-1835406239,Baby Bonding Limited
1-308186311,Mr Nish Thakerar & Mr Kumar Thakerar
1-101608904,Leeds Jewish Welfare Board
1-6604450918,Optimise Healthcare Group
1-303948373,Larchwood Care Homes (South) Limited
1-118164117,Conquest Care Homes (Norfolk) Limited
1-101692736,Avenues East
1-205030685,Dentalcare Limited
1-1564562067,Tooth Doctor (UK) Ltd
1-101671920,Candlelight Homecare Services Limited
1-152963541,Langman and Associates Dental Practice
1-1384692154,Dr Verjinder Kumar Tooray
1-438899799,Leong E N T Limited
1-101727003,Elysium Healthcare Limited
